split,scenario_id,source_file,scenario_type,node_id,signal_col,label_col,window_id,window_size,start_idx,end_idx,start_time_s,end_time_s,y_true,node_is_N2,node_is_N8,node_is_N9,local_t-23,local_t-22,local_t-21,local_t-20,local_t-19,local_t-18,local_t-17,local_t-16,local_t-15,local_t-14,local_t-13,local_t-12,local_t-11,local_t-10,local_t-9,local_t-8,local_t-7,local_t-6,local_t-5,local_t-4,local_t-3,local_t-2,local_t-1,local_t-0
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_44_67,24,44,67,26400,40200,0,0,1,0,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,25.925,25.925,25.925,25.925,25.925,25.925,54.576,54.576,54.576,54.576,54.576,54.576,70.0,70.0
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_45_68,24,45,68,27000,40800,0,0,1,0,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,25.925,25.925,25.925,25.925,25.925,25.925,54.576,54.576,54.576,54.576,54.576,54.576,70.0,70.0,70.0
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_46_69,24,46,69,27600,41400,0,0,1,0,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,25.925,25.925,25.925,25.925,25.925,25.925,54.576,54.576,54.576,54.576,54.576,54.576,70.0,70.0,70.0,70.0
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_47_70,24,47,70,28200,42000,0,0,1,0,10.5,10.5,10.5,10.5,10.5,10.5,10.5,25.925,25.925,25.925,25.925,25.925,25.925,54.576,54.576,54.576,54.576,54.576,54.576,70.0,70.0,70.0,70.0,70.0
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_48_71,24,48,71,28800,42600,0,0,1,0,10.5,10.5,10.5,10.5,10.5,10.5,25.925,25.925,25.925,25.925,25.925,25.925,54.576,54.576,54.576,54.576,54.576,54.576,70.0,70.0,70.0,70.0,70.0,70.0
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_49_72,24,49,72,29400,43200,1,0,1,0,10.5,10.5,10.5,10.5,10.5,25.925,25.925,25.925,25.925,25.925,25.925,54.576,54.576,54.576,54.576,54.576,54.576,70.0,70.0,70.0,70.0,70.0,70.0,105.46
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_50_73,24,50,73,30000,43800,1,0,1,0,10.5,10.5,10.5,10.5,25.925,25.925,25.925,25.925,25.925,25.925,54.576,54.576,54.576,54.576,54.576,54.576,70.0,70.0,70.0,70.0,70.0,70.0,105.46,105.46
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_51_74,24,51,74,30600,44400,1,0,1,0,10.5,10.5,10.5,25.925,25.925,25.925,25.925,25.925,25.925,54.576,54.576,54.576,54.576,54.576,54.576,70.0,70.0,70.0,70.0,70.0,70.0,105.46,105.46,105.46
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_52_75,24,52,75,31200,45000,1,0,1,0,10.5,10.5,25.925,25.925,25.925,25.925,25.925,25.925,54.576,54.576,54.576,54.576,54.576,54.576,70.0,70.0,70.0,70.0,70.0,70.0,105.46,105.46,105.46,105.46
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_53_76,24,53,76,31800,45600,1,0,1,0,10.5,25.925,25.925,25.925,25.925,25.925,25.925,54.576,54.576,54.576,54.576,54.576,54.576,70.0,70.0,70.0,70.0,70.0,70.0,105.46,105.46,105.46,105.46,105.46
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_54_77,24,54,77,32400,46200,1,0,1,0,25.925,25.925,25.925,25.925,25.925,25.925,54.576,54.576,54.576,54.576,54.576,54.576,70.0,70.0,70.0,70.0,70.0,70.0,105.46,105.46,105.46,105.46,105.46,105.46
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_55_78,24,55,78,33000,46800,1,0,1,0,25.925,25.925,25.925,25.925,25.925,54.576,54.576,54.576,54.576,54.576,54.576,70.0,70.0,70.0,70.0,70.0,70.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_56_79,24,56,79,33600,47400,1,0,1,0,25.925,25.925,25.925,25.925,54.576,54.576,54.576,54.576,54.576,54.576,70.0,70.0,70.0,70.0,70.0,70.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_57_80,24,57,80,34200,48000,1,0,1,0,25.925,25.925,25.925,54.576,54.576,54.576,54.576,54.576,54.576,70.0,70.0,70.0,70.0,70.0,70.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_58_81,24,58,81,34800,48600,1,0,1,0,25.925,25.925,54.576,54.576,54.576,54.576,54.576,54.576,70.0,70.0,70.0,70.0,70.0,70.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_59_82,24,59,82,35400,49200,1,0,1,0,25.925,54.576,54.576,54.576,54.576,54.576,54.576,70.0,70.0,70.0,70.0,70.0,70.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_60_83,24,60,83,36000,49800,1,0,1,0,54.576,54.576,54.576,54.576,54.576,54.576,70.0,70.0,70.0,70.0,70.0,70.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_61_84,24,61,84,36600,50400,1,0,1,0,54.576,54.576,54.576,54.576,54.576,70.0,70.0,70.0,70.0,70.0,70.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_62_85,24,62,85,37200,51000,1,0,1,0,54.576,54.576,54.576,54.576,70.0,70.0,70.0,70.0,70.0,70.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_63_86,24,63,86,37800,51600,1,0,1,0,54.576,54.576,54.576,70.0,70.0,70.0,70.0,70.0,70.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_64_87,24,64,87,38400,52200,1,0,1,0,54.576,54.576,70.0,70.0,70.0,70.0,70.0,70.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_65_88,24,65,88,39000,52800,1,0,1,0,54.576,70.0,70.0,70.0,70.0,70.0,70.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_66_89,24,66,89,39600,53400,1,0,1,0,70.0,70.0,70.0,70.0,70.0,70.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_67_90,24,67,90,40200,54000,1,0,1,0,70.0,70.0,70.0,70.0,70.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_68_91,24,68,91,40800,54600,1,0,1,0,70.0,70.0,70.0,70.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_69_92,24,69,92,41400,55200,1,0,1,0,70.0,70.0,70.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_70_93,24,70,93,42000,55800,1,0,1,0,70.0,70.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_71_94,24,71,94,42600,56400,1,0,1,0,70.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_72_95,24,72,95,43200,57000,1,0,1,0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_73_96,24,73,96,43800,57600,1,0,1,0,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_74_97,24,74,97,44400,58200,1,0,1,0,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_75_98,24,75,98,45000,58800,1,0,1,0,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_76_99,24,76,99,45600,59400,1,0,1,0,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_77_100,24,77,100,46200,60000,1,0,1,0,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_78_101,24,78,101,46800,60600,1,0,1,0,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_79_102,24,79,102,47400,61200,1,0,1,0,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_80_103,24,80,103,48000,61800,1,0,1,0,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_81_104,24,81,104,48600,62400,1,0,1,0,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_82_105,24,82,105,49200,63000,1,0,1,0,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_83_106,24,83,106,49800,63600,1,0,1,0,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_84_107,24,84,107,50400,64200,1,0,1,0,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_85_108,24,85,108,51000,64800,1,0,1,0,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_86_109,24,86,109,51600,65400,1,0,1,0,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_87_110,24,87,110,52200,66000,1,0,1,0,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_88_111,24,88,111,52800,66600,1,0,1,0,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_89_112,24,89,112,53400,67200,1,0,1,0,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_90_113,24,90,113,54000,67800,1,0,1,0,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_91_114,24,91,114,54600,68400,1,0,1,0,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.32
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_92_115,24,92,115,55200,69000,1,0,1,0,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.32,104.32
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_93_116,24,93,116,55800,69600,1,0,1,0,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.32,104.32,104.32
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_94_117,24,94,117,56400,70200,1,0,1,0,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.32,104.32,104.32,104.32
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_95_118,24,95,118,57000,70800,1,0,1,0,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.32,104.32,104.32,104.32,104.32
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_96_119,24,96,119,57600,71400,1,0,1,0,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.32,104.32,104.32,104.32,104.32,104.32
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_97_120,24,97,120,58200,72000,1,0,1,0,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.32,104.32,104.32,104.32,104.32,104.32,71.0
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_98_121,24,98,121,58800,72600,1,0,1,0,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.32,104.32,104.32,104.32,104.32,104.32,71.0,71.0
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_99_122,24,99,122,59400,73200,1,0,1,0,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.32,104.32,104.32,104.32,104.32,104.32,71.0,71.0,71.0
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_100_123,24,100,123,60000,73800,1,0,1,0,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.32,104.32,104.32,104.32,104.32,104.32,71.0,71.0,71.0,71.0
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_101_124,24,101,124,60600,74400,1,0,1,0,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.32,104.32,104.32,104.32,104.32,104.32,71.0,71.0,71.0,71.0,71.0
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_102_125,24,102,125,61200,75000,1,0,1,0,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.32,104.32,104.32,104.32,104.32,104.32,71.0,71.0,71.0,71.0,71.0,71.0
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_103_126,24,103,126,61800,75600,1,0,1,0,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.32,104.32,104.32,104.32,104.32,104.32,71.0,71.0,71.0,71.0,71.0,71.0,65.617
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_104_127,24,104,127,62400,76200,1,0,1,0,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.32,104.32,104.32,104.32,104.32,104.32,71.0,71.0,71.0,71.0,71.0,71.0,65.617,65.617
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_105_128,24,105,128,63000,76800,1,0,1,0,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.32,104.32,104.32,104.32,104.32,104.32,71.0,71.0,71.0,71.0,71.0,71.0,65.617,65.617,65.617
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_106_129,24,106,129,63600,77400,1,0,1,0,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.32,104.32,104.32,104.32,104.32,104.32,71.0,71.0,71.0,71.0,71.0,71.0,65.617,65.617,65.617,65.617
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_107_130,24,107,130,64200,78000,1,0,1,0,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.32,104.32,104.32,104.32,104.32,104.32,71.0,71.0,71.0,71.0,71.0,71.0,65.617,65.617,65.617,65.617,65.617
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_108_131,24,108,131,64800,78600,1,0,1,0,134.5,134.5,134.5,134.5,134.5,134.5,104.32,104.32,104.32,104.32,104.32,104.32,71.0,71.0,71.0,71.0,71.0,71.0,65.617,65.617,65.617,65.617,65.617,65.617
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_109_132,24,109,132,65400,79200,1,0,1,0,134.5,134.5,134.5,134.5,134.5,104.32,104.32,104.32,104.32,104.32,104.32,71.0,71.0,71.0,71.0,71.0,71.0,65.617,65.617,65.617,65.617,65.617,65.617,62.198
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_110_133,24,110,133,66000,79800,1,0,1,0,134.5,134.5,134.5,134.5,104.32,104.32,104.32,104.32,104.32,104.32,71.0,71.0,71.0,71.0,71.0,71.0,65.617,65.617,65.617,65.617,65.617,65.617,62.198,62.198
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_111_134,24,111,134,66600,80400,1,0,1,0,134.5,134.5,134.5,104.32,104.32,104.32,104.32,104.32,104.32,71.0,71.0,71.0,71.0,71.0,71.0,65.617,65.617,65.617,65.617,65.617,65.617,62.198,62.198,62.199
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_112_135,24,112,135,67200,81000,1,0,1,0,134.5,134.5,104.32,104.32,104.32,104.32,104.32,104.32,71.0,71.0,71.0,71.0,71.0,71.0,65.617,65.617,65.617,65.617,65.617,65.617,62.198,62.198,62.199,62.198
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_113_136,24,113,136,67800,81600,1,0,1,0,134.5,104.32,104.32,104.32,104.32,104.32,104.32,71.0,71.0,71.0,71.0,71.0,71.0,65.617,65.617,65.617,65.617,65.617,65.617,62.198,62.198,62.199,62.198,62.198
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_114_137,24,114,137,68400,82200,1,0,1,0,104.32,104.32,104.32,104.32,104.32,104.32,71.0,71.0,71.0,71.0,71.0,71.0,65.617,65.617,65.617,65.617,65.617,65.617,62.198,62.198,62.199,62.198,62.198,62.198
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_115_138,24,115,138,69000,82800,1,0,1,0,104.32,104.32,104.32,104.32,104.32,71.0,71.0,71.0,71.0,71.0,71.0,65.617,65.617,65.617,65.617,65.617,65.617,62.198,62.198,62.199,62.198,62.198,62.198,61.0
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_116_139,24,116,139,69600,83400,1,0,1,0,104.32,104.32,104.32,104.32,71.0,71.0,71.0,71.0,71.0,71.0,65.617,65.617,65.617,65.617,65.617,65.617,62.198,62.198,62.199,62.198,62.198,62.198,61.0,61.0
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_117_140,24,117,140,70200,84000,1,0,1,0,104.32,104.32,104.32,71.0,71.0,71.0,71.0,71.0,71.0,65.617,65.617,65.617,65.617,65.617,65.617,62.198,62.198,62.199,62.198,62.198,62.198,61.0,61.0,61.0
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_118_141,24,118,141,70800,84600,1,0,1,0,104.32,104.32,71.0,71.0,71.0,71.0,71.0,71.0,65.617,65.617,65.617,65.617,65.617,65.617,62.198,62.198,62.199,62.198,62.198,62.198,61.0,61.0,61.0,61.0
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_119_142,24,119,142,71400,85200,1,0,1,0,104.32,71.0,71.0,71.0,71.0,71.0,71.0,65.617,65.617,65.617,65.617,65.617,65.617,62.198,62.198,62.199,62.198,62.198,62.198,61.0,61.0,61.0,61.0,61.0
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_120_143,24,120,143,72000,85800,1,0,1,0,71.0,71.0,71.0,71.0,71.0,71.0,65.617,65.617,65.617,65.617,65.617,65.617,62.198,62.198,62.199,62.198,62.198,62.198,61.0,61.0,61.0,61.0,61.0,61.0
test,48,data_48.csv,onset_leak,N8,V_N8,leak_downstream_N8,48_N8_121_144,24,121,144,72600,86400,1,0,1,0,71.0,71.0,71.0,71.0,71.0,65.617,65.617,65.617,65.617,65.617,65.617,62.198,62.198,62.199,62.198,62.198,62.198,61.0,61.0,61.0,61.0,61.0,61.0,17.5
test,48,data_48.csv,onset_leak,N9,V_N9,leak_downstream_N9,48_N9_0_23,24,0,23,0,13800,0,0,0,1,11.5,11.5,11.5,11.5,11.5,11.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
test,48,data_48.csv,onset_leak,N9,V_N9,leak_downstream_N9,48_N9_1_24,24,1,24,600,14400,0,0,0,1,11.5,11.5,11.5,11.5,11.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,11.5
test,48,data_48.csv,onset_leak,N9,V_N9,leak_downstream_N9,48_N9_2_25,24,2,25,1200,15000,0,0,0,1,11.5,11.5,11.5,11.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,11.5,11.5
test,48,data_48.csv,onset_leak,N9,V_N9,leak_downstream_N9,48_N9_3_26,24,3,26,1800,15600,0,0,0,1,11.5,11.5,11.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,11.5,11.5,11.5
test,48,data_48.csv,onset_leak,N9,V_N9,leak_downstream_N9,48_N9_4_27,24,4,27,2400,16200,0,0,0,1,11.5,11.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,11.5,11.5,11.5,11.5
test,48,data_48.csv,onset_leak,N9,V_N9,leak_downstream_N9,48_N9_5_28,24,5,28,3000,16800,0,0,0,1,11.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,11.5,11.5,11.5,11.5,11.5
test,48,data_48.csv,onset_leak,N9,V_N9,leak_downstream_N9,48_N9_6_29,24,6,29,3600,17400,0,0,0,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,11.5,11.5,11.5,11.5,11.5,11.5
test,48,data_48.csv,onset_leak,N9,V_N9,leak_downstream_N9,48_N9_7_30,24,7,30,4200,18000,0,0,0,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,11.5,11.5,11.5,11.5,11.5,11.5,22.0
